
央视频道,#genre#
CCTV1,http://101.200.122.188/tv/migu.php?id=cctv1$咪咕
CCTV2,http://101.200.122.188/tv/migu.php?id=cctv2$咪咕
CCTV3,http://101.200.122.188/tv/migu.php?id=cctv3$咪咕
CCTV4,http://101.200.122.188/tv/migu.php?id=cctv4$咪咕
CCTV5,http://101.200.122.188/tv/migu.php?id=cctv5$咪咕
CCTV5+,http://101.200.122.188/tv/migu.php?id=cctv5p$咪咕
CCTV6,http://101.200.122.188/tv/migu.php?id=cctv6$咪咕
CCTV7,http://101.200.122.188/tv/migu.php?id=cctv7$咪咕
CCTV8,http://101.200.122.188/tv/migu.php?id=cctv8$咪咕
CCTV9,http://101.200.122.188/tv/migu.php?id=cctv9$咪咕
CCTV10,http://101.200.122.188/tv/migu.php?id=cctv10$咪咕
CCTV11,http://101.200.122.188/tv/migu.php?id=cctv11$咪咕
CCTV12,http://101.200.122.188/tv/migu.php?id=cctv12$咪咕
CCTV13,http://101.200.122.188/tv/migu.php?id=cctv13$咪咕
CCTV14,http://101.200.122.188/tv/migu.php?id=cctv14$咪咕
CCTV15,http://101.200.122.188/tv/migu.php?id=cctv15$咪咕
CCTV17,http://101.200.122.188/tv/migu.php?id=cctv17$咪咕
CCTV4美洲,http://101.200.122.188/tv/migu.php?id=cctv4a$咪咕
CCTV4欧洲,http://101.200.122.188/tv/migu.php?id=cctv4o$咪咕

风云剧场,http://se.xvvx.eu.org/MQiTV.php?id=live1765
兵器科技,http://se.xvvx.eu.org/MQiTV.php?id=live1957
风云足球,http://se.xvvx.eu.org/MQiTV.php?id=live2197
怀旧剧场,http://se.xvvx.eu.org/MQiTV.php?id=live1861
风云音乐,http://se.xvvx.eu.org/MQiTV.php?id=live1909
第一剧场,http://se.xvvx.eu.org/MQiTV.php?id=live1813
都市剧场,http://se.xvvx.eu.org/MQiTV.php?id=live1717
环球奇观,http://se.xvvx.eu.org/MQiTV.php?id=live2005
魅力足球,http://se.xvvx.eu.org/MQiTV.php?id=live1621
环球旅游,http://se.xvvx.eu.org/MQiTV.php?id=live2101
中国天气,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8

高清央视,#genre#
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$可回放
CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8$可回放
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8$可回放
CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8$可回放
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$可回放
CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8$可回放
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$可回放
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$可回放
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8$可回放
CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8$可回放
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8$可回放
CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8$可回放
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$可回放
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8$可回放
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8$可回放
CCTV15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8$可回放
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$可回放
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$可回放

CCTV1,http://39.134.66.66/PLTV/88888888/224/3221225816/index.m3u8$黑龙江移动
CCTV2,http://39.134.66.66/PLTV/88888888/224/3221225599/index.m3u8$黑龙江移动
CCTV3,http://39.134.66.66/PLTV/88888888/224/3221225799/index.m3u8$黑龙江移动
CCTV4,http://39.134.66.66/PLTV/88888888/224/3221225797/index.m3u8$黑龙江移动
CCTV5,http://39.134.66.66/PLTV/88888888/224/3221225818/index.m3u8$黑龙江移动
CCTV5+,http://39.134.66.66/PLTV/88888888/224/3221225507/index.m3u8$黑龙江移动
CCTV6,http://39.134.66.66/PLTV/88888888/224/3221225814/index.m3u8$黑龙江移动
CCTV7,http://39.134.66.66/PLTV/88888888/224/3221225671/index.m3u8$黑龙江移动
CCTV8,http://39.134.66.66/PLTV/88888888/224/3221225795/index.m3u8$黑龙江移动
CCTV9,http://39.134.66.66/PLTV/88888888/224/3221225676/index.m3u8$黑龙江移动
CCTV10,http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8$黑龙江移动
CCTV11,http://39.134.66.66/PLTV/88888888/224/3221225517/index.m3u8$黑龙江移动
CCTV12,http://39.134.66.66/PLTV/88888888/224/3221225669/index.m3u8$黑龙江移动
CCTV13,http://39.134.66.66/PLTV/88888888/224/3221225812/index.m3u8$黑龙江移动
CCTV14,http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8$黑龙江移动
CCTV15,http://39.134.66.66/PLTV/88888888/224/3221225513/index.m3u8$黑龙江移动
CCTV17,http://39.134.66.66/PLTV/88888888/224/3221225708/index.m3u8$黑龙江移动


卫视频道,#genre#
凤凰卫视,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
东方卫视,http://101.200.122.188/tv/migu.php?id=dfws$咪咕
重庆卫视,http://101.200.122.188/tv/migu.php?id=cqws$咪咕
辽宁卫视,http://101.200.122.188/tv/migu.php?id=lnws$咪咕
吉林卫视,http://101.200.122.188/tv/migu.php?id=jlws$咪咕
内蒙古卫视,http://101.200.122.188/tv/migu.php?id=nmws$咪咕
宁夏卫视,http://101.200.122.188/tv/migu.php?id=nxws$咪咕
甘肃卫视,http://101.200.122.188/tv/migu.php?id=gsws$咪咕
青海卫视,http://101.200.122.188/tv/migu.php?id=qhws$咪咕
陕西卫视,http://101.200.122.188/tv/migu.php?id=sxws$咪咕
山东卫视,http://101.200.122.188/tv/migu.php?id=sdws$咪咕
河南卫视,http://101.200.122.188/tv/migu.php?id=hnws$咪咕
湖北卫视,http://101.200.122.188/tv/migu.php?id=hubws$咪咕
湖南卫视,http://101.200.122.188/tv/migu.php?id=hunws$咪咕
江西卫视,http://101.200.122.188/tv/migu.php?id=jxws$咪咕
江苏卫视,http://101.200.122.188/tv/migu.php?id=jsws$咪咕
广东卫视,http://101.200.122.188/tv/migu.php?id=gdws$咪咕
大湾区卫视,http://101.200.122.188/tv/migu.php?id=dwqws$咪咕
广西卫视,http://101.200.122.188/tv/migu.php?id=gxws$咪咕
云南卫视,http://101.200.122.188/tv/migu.php?id=ynws$咪咕
贵州卫视,http://101.200.122.188/tv/migu.php?id=gzws$咪咕
新疆卫视,http://101.200.122.188/tv/migu.php?id=xjws$咪咕
海南卫视,http://101.200.122.188/tv/migu.php?id=hinws$咪咕
西藏卫视,http://101.200.122.188/tv/migu.php?id=xzws$咪咕
四海钓鱼,http://101.200.122.188/tv/migu.php?id=shdy$咪咕
东方影视,http://101.200.122.188/tv/migu.php?id=dfys$咪咕
广东影视,http://101.200.122.188/tv/migu.php?id=gdys$咪咕
嘉佳卡通,http://101.200.122.188/tv/migu.php?id=jjkt$咪咕

高清卫视,#genre#
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8$可回放
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8$可回放
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8$可回放
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8$可回放
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8$可回放
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8$可回放
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8$可回放
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8$可回放
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8$可回放
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8$可回放
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8$可回放
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8$可回放
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8$可回放
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8$可回放
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8$可回放
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8$可回放
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8$可回放
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8$可回放
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8$可回放
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8$可回放
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$可回放
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8$可回放
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8$可回放
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8$可回放
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8$可回放
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8$可回放
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8$可回放
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8$可回放
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8$可回放
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8$可回放

北京卫视,http://39.134.66.66/PLTV/88888888/224/3221225678/index.m3u8
重庆卫视,http://39.134.66.66/PLTV/88888888/224/3221225502/index.m3u8
东方卫视,http://39.134.66.66/PLTV/88888888/224/3221225672/index.m3u8
